3.79,0.00,0.25,12.22,5.05,0.25,0.08,0.41,0.00,0.01,0.38,0.02,0.00,0.06,0.00,0.03,0.02,0.63,0.22,0.20,0.21,714.68,0.43,34.71,2.77,8.49,0.00,6.10,0.00,0.00,0.00,2.37,0.64,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.13,0.00,0.00,0.00,0.00
1.45,0.00,0.35,2.04,0.92,0.14,0.03,0.14,0.00,0.01,0.24,0.04,0.00,0.04,0.00,0.04,0.01,0.20,0.12,0.18,0.20,275.82,0.28,31.33,0.30,5.48,0.00,6.44,0.00,0.00,0.00,0.80,0.37,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.22,0.00,0.00,0.00,0.00
